Source	Contig	Bin	Support
bin_7.fna	NODE_147_length_54334_cov_0.676609	bin_7.fna	1.0
bin_7.fna	NODE_157_length_48369_cov_0.640524	bin_7.fna	1.0
bin_7.fna	NODE_161_length_47222_cov_0.637736	bin_7.fna	1.0
bin_7.fna	NODE_163_length_46347_cov_0.665015	bin_7.fna	1.0
bin_7.fna	NODE_170_length_45316_cov_0.671114	bin_7.fna	1.0
bin_7.fna	NODE_172_length_44579_cov_0.673107	bin_7.fna	1.0
bin_7.fna	NODE_173_length_44491_cov_0.787131	bin_7.fna	1.0
bin_7.fna	NODE_184_length_42399_cov_0.636241	bin_7.fna	1.0
bin_7.fna	NODE_200_length_36887_cov_0.626530	bin_7.fna	1.0
bin_7.fna	NODE_216_length_31224_cov_0.659261	bin_7.fna	1.0
bin_7.fna	NODE_219_length_30036_cov_0.639211	bin_7.fna	1.0
bin_7.fna	NODE_221_length_28929_cov_0.624965	bin_7.fna	1.0
bin_7.fna	NODE_229_length_26894_cov_0.661562	bin_7.fna	1.0
bin_7.fna	NODE_246_length_23439_cov_0.645253	bin_7.fna	1.0
bin_7.fna	NODE_247_length_23297_cov_0.639368	bin_7.fna	1.0
bin_7.fna	NODE_255_length_21639_cov_1.522307	bin_7.fna	1.0
bin_7.fna	NODE_263_length_20578_cov_1.061544	bin_7.fna	1.0
bin_7.fna	NODE_268_length_19975_cov_0.659766	bin_7.fna	1.0
bin_7.fna	NODE_274_length_19590_cov_0.661205	bin_7.fna	1.0
bin_7.fna	NODE_277_length_19199_cov_0.663854	bin_7.fna	1.0
bin_7.fna	NODE_278_length_19196_cov_0.650223	bin_7.fna	1.0
bin_7.fna	NODE_281_length_18545_cov_1.327508	bin_7.fna	1.0
bin_7.fna	NODE_283_length_18217_cov_0.645557	bin_7.fna	1.0
bin_7.fna	NODE_286_length_18075_cov_0.634789	bin_7.fna	1.0
bin_7.fna	NODE_28_length_252961_cov_0.642691	bin_7.fna	1.0
bin_7.fna	NODE_303_length_15612_cov_0.629591	bin_7.fna	1.0
bin_7.fna	NODE_310_length_14852_cov_0.617066	bin_7.fna	1.0
bin_7.fna	NODE_312_length_14750_cov_0.656846	bin_7.fna	1.0
bin_7.fna	NODE_313_length_14708_cov_0.675327	bin_7.fna	1.0
bin_7.fna	NODE_326_length_13938_cov_0.650069	bin_7.fna	1.0
bin_7.fna	NODE_328_length_13609_cov_0.667408	bin_7.fna	1.0
bin_7.fna	NODE_330_length_13531_cov_0.653020	bin_7.fna	1.0
bin_7.fna	NODE_342_length_13023_cov_0.615718	bin_7.fna	1.0
bin_7.fna	NODE_348_length_12801_cov_0.639274	bin_7.fna	1.0
bin_7.fna	NODE_35_length_238022_cov_0.671082	bin_7.fna	1.0
bin_7.fna	NODE_37_length_235394_cov_0.656998	bin_7.fna	1.0
bin_7.fna	NODE_405_length_9752_cov_0.696086	bin_7.fna	1.0
bin_7.fna	NODE_409_length_9461_cov_0.661028	bin_7.fna	1.0
bin_7.fna	NODE_421_length_9163_cov_0.668436	bin_7.fna	1.0
bin_7.fna	NODE_426_length_9025_cov_0.655099	bin_7.fna	1.0
bin_7.fna	NODE_432_length_8864_cov_0.670708	bin_7.fna	1.0
bin_7.fna	NODE_487_length_7213_cov_0.655245	bin_7.fna	1.0
bin_7.fna	NODE_50_length_179569_cov_0.671208	bin_7.fna	1.0
bin_7.fna	NODE_542_length_5867_cov_0.627915	bin_7.fna	1.0
bin_7.fna	NODE_575_length_5166_cov_0.687215	bin_7.fna	1.0
bin_7.fna	NODE_581_length_5073_cov_0.693457	bin_7.fna	1.0
bin_7.fna	NODE_586_length_5008_cov_0.589114	bin_7.fna	1.0
bin_7.fna	NODE_624_length_4333_cov_0.594255	bin_7.fna	1.0
bin_7.fna	NODE_62_length_149231_cov_0.651754	bin_7.fna	1.0
bin_7.fna	NODE_642_length_3904_cov_0.656093	bin_7.fna	1.0
bin_7.fna	NODE_646_length_3827_cov_0.636805	bin_7.fna	1.0
bin_7.fna	NODE_656_length_3686_cov_0.674334	bin_7.fna	1.0
bin_7.fna	NODE_685_length_3259_cov_0.558636	bin_7.fna	1.0
bin_7.fna	NODE_69_length_134144_cov_0.671056	bin_7.fna	1.0
bin_7.fna	NODE_733_length_2733_cov_0.634380	bin_7.fna	1.0
bin_7.fna	NODE_73_length_130154_cov_0.648889	bin_7.fna	1.0
bin_7.fna	NODE_763_length_2384_cov_0.714096	bin_7.fna	1.0
bin_7.fna	NODE_769_length_2338_cov_0.752819	bin_7.fna	1.0
bin_7.fna	NODE_821_length_1822_cov_0.584950	bin_7.fna	1.0
bin_7.fna	NODE_839_length_1702_cov_0.616698	bin_7.fna	1.0
bin_7.fna	NODE_842_length_1699_cov_1.045627	bin_7.fna	1.0
bin_7.fna	NODE_856_length_1612_cov_0.522468	bin_7.fna	1.0
bin_7.fna	NODE_85_length_108052_cov_0.656679	bin_7.fna	1.0
bin_7.fna	NODE_874_length_1527_cov_0.531294	bin_7.fna	1.0
bin_7.fna	NODE_97_length_88288_cov_0.655154	bin_7.fna	1.0
bin_7.fna	NODE_98_length_86068_cov_0.665480	bin_7.fna	1.0
bin_7.fna	NODE_99_length_85236_cov_0.659801	bin_7.fna	1.0
bin_8.fna	NODE_117_length_72909_cov_0.747843	bin_8.fna	1.0
bin_8.fna	NODE_123_length_68223_cov_0.761035	bin_8.fna	1.0
bin_8.fna	NODE_135_length_61911_cov_0.743923	bin_8.fna	1.0
bin_8.fna	NODE_143_length_56662_cov_0.756053	bin_8.fna	1.0
bin_8.fna	NODE_16_length_327269_cov_0.766775	bin_8.fna	1.0
bin_8.fna	NODE_1_length_1043932_cov_0.753616	bin_8.fna	1.0
bin_8.fna	NODE_203_length_34680_cov_0.756561	bin_8.fna	1.0
bin_8.fna	NODE_34_length_242776_cov_0.759523	bin_8.fna	0.875
bin_8.fna	NODE_38_length_232762_cov_0.759630	bin_8.fna	1.0
bin_8.fna	NODE_47_length_185439_cov_0.756359	bin_8.fna	0.9444444444444444
bin_8.fna	NODE_52_length_175166_cov_0.741666	bin_8.fna	1.0
bin_8.fna	NODE_68_length_135360_cov_0.749148	bin_8.fna	1.0
bin_9.fna	NODE_12_length_355268_cov_0.517256	bin_9.fna	1.0
bin_9.fna	NODE_136_length_60578_cov_0.534214	bin_9.fna	1.0
bin_9.fna	NODE_13_length_349653_cov_0.524032	bin_9.fna	1.0
bin_9.fna	NODE_149_length_53783_cov_0.529704	bin_9.fna	1.0
bin_9.fna	NODE_14_length_341762_cov_0.535951	bin_9.fna	1.0
bin_9.fna	NODE_166_length_46001_cov_0.503989	bin_9.fna	1.0
bin_9.fna	NODE_18_length_299325_cov_0.521995	bin_9.fna	1.0
bin_9.fna	NODE_20_length_283234_cov_0.520015	bin_9.fna	1.0
bin_9.fna	NODE_23_length_272567_cov_0.520243	bin_9.fna	1.0
bin_9.fna	NODE_254_length_22045_cov_0.518062	bin_9.fna	1.0
bin_9.fna	NODE_269_length_19967_cov_0.534163	bin_9.fna	1.0
bin_9.fna	NODE_270_length_19743_cov_0.514474	bin_9.fna	1.0
bin_9.fna	NODE_32_length_246376_cov_0.518280	bin_9.fna	1.0
bin_9.fna	NODE_428_length_8989_cov_0.517140	bin_9.fna	1.0
bin_9.fna	NODE_43_length_203748_cov_0.601065	bin_9.fna	1.0
bin_9.fna	NODE_4_length_793571_cov_0.517196	bin_9.fna	1.0
bin_9.fna	NODE_522_length_6224_cov_0.524660	bin_9.fna	1.0
bin_9.fna	NODE_7_length_451440_cov_0.520754	bin_9.fna	1.0
